"","word","spaced_word"
"27916","다른전공도","다른 전공도"
"27917","배우다보니","배우다 보니"
"27918","방어기제","방어기제"
"27919","전공지식","전공지식"
"27920","순수상사","순수상사"
"27921","5학년인디","5학년 인디"
"27922","댓쓴이와","댓쓴 이와"
"27923","방어기제","방어기제"
"27924","순수상사","순수상사"
"27925","졸업이구","졸업이구"
"27926","전공듣기","전공 듣기"
"27927","어린아이","어린아이"
"27928","마인드컨트롤","마인드 컨트롤"
"27929","어떤것에","어떤 것에"
"27930","상담심리","상담심리"
"27931","준비해서","준비해서"
"27932","상사인데요","상사인데요"
"27933","전공수업","전공 수업"
"27934","듣다보면","듣다 보면"
"27935","알게될거에요","알게 될 거에요"
"27936","상처때문에","상처 때문에"
"27937","중요시하","중요시하"
"27938","과민반응","과민반응"
"27939","방어기제","방어기제"
"27940","방어기제","방어기제"
"27941","방어기제","방어기제"
"27942","상처줬구나","상처 줬구나"
"27943","트라우마","트라우마"
"27944","가족들이","가족들이"
"27945","엄마도내","엄마도 내"
"27946","전과하랰","전과 하랰"
"27947","아동학대범","아동학대범"
"27948","같다시면","같다시면"
"27949","하나님한테","하나님한테"
"27950","말안해서그렇지","말 안 해서 그렇지"
"27951","걷는애들보다","걷는 애들보다"
"27952","개힘든기","개 힘든기"
"27953","유학가서","유학가서"
"27954","노숙자밥","노숙자 밥"
"27955","공부했다는더","공부했다는 더"
"27956","젊음있는거","젊음 있는 거"
"27957","어느정도","어느 정도"
"27958","생활비대출","생활비 대출"
"27959","다니는거","다니는 거"
"27960","생각까지해","생각까지 해"
"27961","현명하시","현명하시"
"27962","감사합니","감사합니"
"27963","잘놀았다","잘 놀았다"
"27964","잘쉬었으니까","잘 쉬었으니까"
"27965","있는거지","있는 거지"
"27966","댓글보니깐","댓글보니깐"
"27967","인사하자","인사 하자"
"27968","참여하시길","참여하시길"
"27969","한국교회","한국교회"
"27970","출석체크","출석 체크"
"27971","하나님과","하나님과"
"27972","한국교회","한국교회"
"27973","통성기도","통성기도"
"27974","통성기도","통성기도"
"27975","없답니다영어로는","없답니다 영어로는"
"27976","prayer에요","prayer에요"
"27977","배우고있답니","배우고 있답니"
"27978","사람때문에","사람 때문에"
"27979","하나님을","하나님을"
"27980","미국에서","미국에서"
"27981","여름성경학교","여름 성경학교"
"27982","레크리에이션","레크리에이션"
"27983","재밌어서","재밌어서"
"27984","댓쓴이님","댓쓴 이님"
"27985","통성기도","통성기도"
"27986","캘리포니아","캘리포니아"
"27987","노코멘트","노코멘트"
"27988","하겠습니","하겠습니"
"27989","죄송합니","죄송합니"
"27990","고2때까지","고2 때까지"
"27991","수련회안가려고","수련회 안 가려고"
"27992","못가겠다고","못 가겠다고"
"27993","대입준비","대입 준비"
"27994","청소년부","청소년부"
"27995","라는마음이","라는 마음이"
"27996","안친했던","안친했던"
"27997","오빠들이","오빠들이"
"27998","인사정도","인사 정도"
"27999","가기싫다는","가기 싫다는"
"28000","있을거야","있을 거야"
"28001","모태신앙","모태신앙"
"28002","하나님께서","하나님께서"
"28003","쓰니에게","쓰니에게"
"28004","교회사람들","교회 사람들"
"28005","똑같을거고","똑같을 거고"
"28006","편안해도","편안해도"
"28007","아닐거야","아닐 거야"
"28008","하나님께서","하나님께서"
"28009","만나달라","만나 달라"
"28010","놓으세요","놓으세요"
"28011","하나님이","하나님이"
"28012","썼네힘내","썼네 힘내"
"28013","얻고싶었","얻고 싶었"
"28014","힘들테지만","힘들테지만"
"28015","마찬가질","마찬가질"
"28016","고마워진짜댓쓰니도","고마워진 짜 댓쓰니도"
"28017","없지그럴땐","없지 그럴땐"
"28018","좋을것같","좋을 것 같"
"28019","댓글입니","댓글입니"
"28020","읽진않았지만수고많았","읽진 않았지만 수고 많았"
"28021","붓놀림이","붓놀림이"
"28022","그린그림","그린 그림"
"28023","그렸답니","그렸답니"
"28024","댓글입니","댓글입니"
"28025","대학사람들","대학 사람들"
"28026","고등학교","고등학교"
"28027","친구들이","친구들이"
"28028","모른척할래야","모른 척 할래야"
"28029","중학교친구","중학교 친구"
"28030","오지랖일","오지랖일"
"28031","지들끼리","지들끼리"
"28032","물어봐용","물어봐 용"
"28033","만년필이핑크택스냐","만년필이 핑크택스냐"
"28034","여자중에만년필","여자 중에 만년필"
"28035","쓰는사람이","쓰는 사람이"
"28036","읽씹하기","읽씹하기"
"28037","그렇구나무미건조한","그렇구나무 미건조한"
"28038","손절하는","손절하는"
"28039","친구들이","친구들이"
"28040","신경안쓰지만","신경안쓰지만"
"28041","자주하다가","자주 하다가"
"28042","카톡으로만","카톡으로만"
"28043","대답만하","대답만 하"
"28044","안읽씹중인데","안 읽씹 중인데"
"28045","없는거아냐눈치없는거면","없는 거 아냐 눈치 없는 거면"
"28046","윗댓처럼","윗댓처럼"
"28047","그랫구낭","그랫구낭"
"28048","안읽씹중이었는데","안 읽씹 중이었는데"
"28049","전화옴큐진짜","전화옴큐 진짜"
"28050","스트레스","스트레스"
"28051","계에에에에속","계에에에에속"
"28052","손절하고","손절하고"
"28053","징징대고","징징대고"
"28054","연락하는거","연락하는 거"
"28055","대학안가","대학 안가"
"28056","같은지역에","같은 지역에"
"28057","받아주지마","받아주지마"
"28058","우리학교","우리 학교"
"28059","아웃풋이","아웃풋이"
"28060","기독대학인데","기독대학인데"
"28061","든든해우리학교","든든해 우리 학교"
"28062","받아쳐봤자","받아쳐봤자"
"28063","쓰레기통","쓰레기통"
"28064","넷상이라","넷상이라"
"28065","저런말했거든","저런 말했거든"
"28066","걸러버리십","걸러버리십"
"28067","하는거에","하는 거에"
"28068","도박중독","도박중독"
"28069","이런거는","이런 거는"
"28070","개씹지잡대","개씹지 잡대"
"28071","고신대가","고신대가"
"28072","서울대고","서울대고"
"28073","옥스포드고","옥스포드고"
"28074","손절하삼","손절하삼"
"28075","친구비용","친구 비용"
"28076","상납하면","상납하면"
"28077","나쁜거지","나쁜 거지"
"28078","무시해서","무시해서"
"28079","어느정도","어느 정도"
"28080","윗댓처럼","윗댓처럼"
"28081","우리대학","우리 대학"
"28082","이상한거","이상한 거"
"28083","동의합니","동의합니"
"28084","윗댓이랑","윗댓이랑"
"28085","댓글입니","댓글입니"
"28086","새내기아니에","새내기 아니에"
"28087","감사합니","감사합니"
"28088","동기새내기들이","동기 새내기들이"
"28089","고등학교","고등학교"
"28090","친구들이","친구들이"
"28091","크리스마스","크리스마스"
"28092","평생친구","평생 친구"
"28093","되어드릴게","되어드릴게"
"28094","인싸에서","인싸에서"
"28095","많이해서","많이 해서"
"28096","1대1로","1대1로"
"28097","애들밖에없더라고","애들밖에 없더라고"
"28098","여기까진","여기까진"
"28099","학생활동","학생 활동"
"28100","해보는걸","해보는 걸"
"28101","노려보려공","노려보려 공"
"28102","넓은것보단","넓은 것보단"
"28103","혼자와서","혼자와서"
"28104","우리둘다","우리 둘다"
"28105","댓쓰니도","댓쓰니도"
"28106","많이했거든","많이 했거든"
"28107","대학와서","대학 와서"
"28108","무리만들어야하나","무리 만들어야 하나"
"28109","뒷담하는게","뒷담하는 게"
"28110","무리하기","무리하기"
"28111","인간관계","인간관계"
"28112","댓쓰니도","댓쓰니도"
"28113","프로그램","프로그램"
"28114","참여해도","참여해도"
"28115","대인관계","대인관계"
"28116","살다보면","살다 보면"
"28117","종강이고","종강이고"
"28118","댓쓰닌데","댓쓰닌데"
"28119","내생각이","내 생각이"
"28120","mbti뭐야","mbti 뭐야"
"28121","궁금해졌","궁금해졌"
"28122","잊어버렸엌","잊어버렸엌"
"28123","고등학교","고등학교"
"28124","앜글쿠나","앜글 쿠나"
"28125","비슷할거","비슷할 거"
"28126","물어봐썽","물어봐썽"
"28127","응원할게","응원할 게"
"28128","인싸처럼","인싸처럼"
"28129","인간관계","인간관계"
"28130","속상하긴","속상하긴"
"28131","재밌거둥","재밌거둥"
"28132","아싸되는","아싸되는"
"28133","그랬는뎅","그랬는뎅"
"28134","보고싶당","보고 싶당"
"28135","생각해도","생각해도"
"28136","너무힘들겠다","너무 힘들겠다"
"28137","야식먹고싶은걸","야식 먹고 싶은 걸"
"28138","움츠릴필요는","움츠릴 필요는"
"28139","2학기에는","2학기에는"
"28140","좋은사람들이","좋은 사람들이"
"28141","쪽지해요","쪽지 해요"
"28142","쪽지해요밥먹어요","쪽지 해요 밥 먹어요"
"28143","20학번으로써","20학번으로써"
"28144","친구들이","친구들이"
"28145","많다는거","많다는 거"
"28146","성격때문","성격 때문"
"28147","되는거잖아","되는 거잖아"
"28148","메모메모","메모메모"
"28149","어딜가나","어딜 가나"
"28150","있을거에요","있을 거에요"
"28151","힘내자구요","힘내자구요"
"28152","새내기들","새내기들"
"28153","어쩌잔거","어쩌잔거"
"28154","누구임신상","누구 임신상"
"28155","조심해서","조심해서"
"28156","한스트도","한스트도"
"28157","적응안된부분이","적응 안 된 부분이"
"28158","새내기들이","새내기들이"
"28159","20학번","20학번"
"28160","새내기들","새내기들"
"28161","17학번","17학번"
"28162","17학번","17학번"
"28163","왜그러냐고","왜 그러냐고"
"28164","얘기해도","얘기해도"
"28165","후배들이","후배들이"
"28166","새내긴데요","새 내긴데요"
"28167","댓글보면서","댓글 보면서"
"28168","다르긴하구나","다르긴 하구나"
"28169","생각들어요","생각 들어요"
"28170","다른학교는","다른 학교는"
"28171","선배들무서워서","선배들 무서워서"
"28172","눈치보고","눈치 보고"
"28173","카톡하고","카톡하고"
"28174","눈치보고","눈치 보고"
"28175","살살웃고","살살 웃고"
"28176","잘못된건","잘못된 건"
"28177","좋아죽는","좋아 죽는"
"28178","붙어살면","붙어 살면"
"28179","같은데요","같은데요"
"28180","쓰니님이","쓰니님이"
"28181","화해해시","화해해시"
"28182","쓰니님이","쓰니님이"
"28183","생각해볼게요","생각해볼게요"
"28184","감사합니","감사합니"
"28185","안억울하든","안 억울하든"
"28186","받아들이시구요","받아들이시 구요"
"28187","깨달았어요현실적으로","깨달았어요 현실적으로"
"28188","있어요그냥","있어요 그냥"
"28189","미안해미안해","미안해 미안해"
"28190","있어요화이팅","있어 요 화이팅"
"28191","건가봐요","건가 봐요"
"28192","댓쓴이가","댓쓴이가"
"28193","되새겨볼게요","되새겨볼게요"
"28194","감사합니","감사합니"
"28195","얼굴보고","얼굴 보고"
"28196","이것저것","이것저것"
"28197","공부해서","공부해서"
"28198","온거로도","온 거로도"
"28199","잘한거예요","잘한 거예요"
"28200","이번학기","이번 학기"
"28201","다음학기","다음 학기"
"28202","이물감보단","이물감보단"
"28203","응담배피고싶은거","응담 배피고 싶은 거"
"28204","같기도하고","같기도 하고"
"28205","아헐그래서","아헐 그래서"
"28206","살쪘나지금도","살쪘나 지금도"
"28207","댓글입니","댓글입니"
"28208","상황이었어그래서","상황이었어 그래서"
"28209","어느순간","어느 순간"
"28210","끊겨져있었","끊겨져 있었"
"28211","그럴수있","그럴 수 있"
"28212","상담사에게","상담사에게"
"28213","어떨까요","어떨까요"
"28214","상담치료","상담치료"
"28215","쓰니에게는","쓰니에게는"
"28216","가족인데거리를","가족인데 거리를"
"28217","상담사를","상담사를"
"28218","감사합니","감사합니"
"28219","들어주는거","들어주는 거"
"28220","의지박약","의지박약"
"28221","고등학교","고등학교"
"28222","댓쓰니도","댓쓰니도"
"28223","집중되는거부터","집중되는 거부터"
"28224","댓쓰니님도","댓쓰니님도"
"28225","파이팅입니","파이팅입니"
"28226","의지박약","의지박약"
"28227","있으려거","있으려거"
"28228","댓쓰니님도","댓쓰니님도"
"28229","파이팅입니","파이팅입니"
"28230","사람이신거","사람이 신거"
"28231","생갇하실","생갇하실"
"28232","분이신거","분이 신거"
"28233","생각해서","생각해서"
"28234","사람일거","사람일거"
"28235","고민들이","고민들이"
"28236","비슷해서","비슷해서"
"28237","비슷해서","비슷해서"
"28238","중고등학교때","중고등학교 때"
"28239","남을사람","남을 사람"
"28240","남은사람이","남은 사람이"
"28241","이분화할","이분화할"
"28242","벗어보는거죠","벗어보는 거죠"
"28243","손절인거죠","손절인 거죠"
"28244","하나하나","하나하나"
"28245","친구들이","친구들이"
"28246","있느냐에","있느냐에"
"28247","페르소나를","페르소나를"
"28248","글쓴이님","글쓴이님"
"28249","좋을거같아","좋을 거 같아"
"28250","과도해서","과도해서"
"28251","회복되길","회복되길"
"28252","학교생활","학교생활"
"28253","감사합니","감사합니"
"28254","가면쓰고","가면 쓰고"
"28255","코로나로","코로나로"
"28256","우울해지","우울해지"
"28257","어느정도","어느 정도"
"28258","페르소나가","페르소나가"
"28259","있었던거","있었던 거"
"28260","있다는건","있다는 건"
"28261","다른말로","다른 말로"
"28262","느끼기론","느끼기론"
"28263","느끼는건","느끼는 건"
"28264","오랜시간","오랜 시간"
"28265","싶어지는거지","싶어지는 거지"
"28266","보느냐에","보느냐에"
"28267","자신일거","자신일거"
"28268","남자친구","남자친구"
"28269","조곤조곤","조곤조곤"
"28270","않는거구나","않는 거구나"
"28271","남자친구","남자친구"
"28272","안나거든요","안나거든요"
"28273","대화입니","대화입니"
"28274","아닌가보다","아닌가 보다"
"28275","바로바로","바로바로"
"28276","전남친은","전남 친은"
"28277","하나하나","하나하나"
"28278","괴로웠거","괴로웠거"
"28279","하나님께","하나님께"
"28280","감사하네요늘","감사하네요 늘"
"28281","그자리에서","그 자리에서"
"28282","졸업이후","졸업 이후"
"28283","체험하시길","체험하시길"
"28284","축복합니","축복합니"
"28285","축복합니","축복합니"
"28286","문단보구선","문단보구선"
"28287","행복해지","행복해지"
"28288","다른거지","다른 거지"
"28289","살아보입시","살아보 입시"
"28290","그랬구나친구","그랬구나 친구"
"28291","치해지면","치해지면"
"28292","친한친구더","친한 친구더"
"28293","친목하더라물론","친목하더라 물론"
"28294","쓴이랑은","쓴 이랑은"
"28295","상황이긴하지만쓴이는","상황이긴 하지만 쓴 이는"
"28296","생각해아무래도","생각해 아무래도"
"28297","멀어지기도하니까그래도","멀어지기도 하니까 그래도"
"28298","톡방에서","톡방에서"
"28299","아는얘기하고","아는 얘기하고"
"28300","속상하지그건","속상하지 그건"
"28301","그친구들이","그 친구들이"
"28302","안해준것같다나도","안해준 것 같다나도"
"28303","속상하네충분히","속상하네 충분히"
"28304","마음이해해살면서","마음이 해해 살면서"
"28305","친구때문에","친구 때문에"
"28306","감정들인거같아그래도","감정들인 거 같아 그래도"
"28307","불편한거보면자신","불편한 거보면 자신"
"28308","중요시여기는","중요시 여기는"
"28309","있는가하면","있는가 하면"
"28310","행동때문","행동 때문"
"28311","다른사람들이","다른 사람들이"
"28312","불편해할까봐","불편해할까봐"
"28313","있는데쓴이는","있는데 쓴 이는"
"28314","후자인것같아그래도","후자인 것 같아 그래도"
"28315","친구들이","친구들이"
"28316","속상하다는걸","속상하다는 걸"
"28317","알지표현하지","알지 표현하지"
"28318","모를거야오늘","모를 거야 오늘"
"28319","좋겠다정말","좋겠다 정말"
"28320","감정문제","감정 문제"
"28321","수고많았어감정소비","수고 많았어 감정 소비"
"28322","속상하네그래도","속상하네 그래도"
"28323","스트레스","스트레스"
"28324","잘한거야","잘한 거야"
"28325","정리해서","정리해서"
"28326","거리때문에","거리 때문에"
"28327","토닥토닥해주고싶어","토닥토닥 해주고 싶어"
"28328","거리둘까","거리 둘까"
"28329","댓글입니","댓글입니"
"28330","포항이라","포항이라"
"28331","아닌일에","아닌 일에"
"28332","댓쓰니는","댓쓰니는"
"28333","담아놓는거보다","담아놓는 거보다"
"28334","친구들이","친구들이"
"28335","친구들이","친구들이"
"28336","귀울여줄꺼야","귀울 여줄 꺼야"
"28337","내친군가","내친군가"
"28338","종교개혁","종교개혁"
"28339","예수그리스도","예수 그리스도"
"28340","예수님께서","예수님께서"
"28341","하던대로","하던 대로"
"28342","먹겠습니","먹겠습니"
"28343","술다이깨겠","술다이 깨겠"
"28344","유튜브에서","유튜브에서"
"28345","lecture","lecture"
"28346","검색어긴","검색어긴"
"28347","하지만같이","하지만 같이"
"28348","완진킴님","완진 킴님"
"28349","옹자세한","옹자세한"
"28350","존중해달라는","존중해 달라는"
"28351","개척교회","개척교회"
"28352","100프로","100 프로"
"28353","우울해지","우울해지"
"28354","대학교자체","대학교 자체"
"28355","인정많이","인정 많이"
"28356","못받아서","못 받아서"
"28357","글쓴이님","글쓴이님"
"28358","화이팅하기를","화이팅하기를"
"28359","화이팅하십","화이팅 하십"
"28360","고등학교","고등학교"
"28361","동생들이","동생들이"
"28362","졸업앞두고","졸업 앞두고"
"28363","졸업해서","졸업해서"
"28364","취준하고있어요","취준하고 있어요"
"28365","진심어린","진심 어린"
"28366","시간들이","시간들이"
"28367","답답하시","답답하시"
"28368","5년단위","5년 단위"
"28369","10년단위로","10년 단위로"
"28370","보는거지","보는 거지"
"28371","못한다는건","못한다는 건"
"28372","졸업하시","졸업하시"
"28373","아닐거에여","아닐 거에 여"
"28374","암쏘스튜","암쏘 스튜"
"28375","복학버프라는","복학버프라는"
"28376","쉬다온다니요","쉬다온다니요"
"28377","아싸중의인싸느낌이야","아싸중의인 싸 느낌이야"
"28378","기분좋은거를","기분 좋은 거를"
"28379","예를들어","예를 들어"
"28380","음식을먹는다든지","음식을 먹는다든지"
"28381","화이팅이","화이팅이"
"28382","친구들이","친구들이"
"28383","스카이프하면","스카이프 하면"
"28384","댓글입니","댓글입니"
"28385","댓글보고","댓글 보고"
"28386","조증까지는","조증까지는"
"28387","우울한대","우울한 대"
"28388","고마워우울할때","고마워 우울할 때"
"28389","해봐야겠","해봐야겠"
"28390","가져줬어1년을","가져줬어 1년을"
"28391","안될거야","안 될 거야"
"28392","지키겠답시고","지키겠답시고"
"28393","시행착오","시행착오"
"28394","시행착오","시행착오"
"28395","계속해서","계속해서"
"28396","계속해서","계속해서"
"28397","시행착오","시행착오"
"28398","텐션셔터","텐션셔터"
"28399","친구들이","친구들이"
"28400","신경쓰인다면","신경 쓰인다면"
"28401","문제때문","문제 때문"
"28402","되기때문","되기 때문"
"28403","아닐까하는","아닐까 하는"
"28404","다가올거야","다가올 거야"
"28405","인간관계에사","인간관계에 사"
"28406","극혐극혐","극 혐극혐"
"28407","말일수도","말일 수도"
"28408","안하고의","안 하고의"
"28409","다이어트","다이어트"
"28410","하고싶은대로","하고 싶은 대로"
"28411","상처일거","상처일거"
"28412","댓쓰니인데","댓쓰니인데"
"28413","어마어마","어마어마"
"28414","사랑하기","사랑하기"
"28415","혹덩어리","혹 덩어리"
"28416","두자는게","두자는 게"
"28417","온라인강의","온라인 강의"
"28418","나가뒤지란","나가 뒤지란"
"28419","어쩌라고로","어쩌라고로"
"28420","생각하는거","생각하는 거"
"28421","시간낭비","시간 낭비"
"28422","삐뚤어질거","삐뚤어질 거"
"28423","상처받을거","상처받을 거"
"28424","부모님깨","부모님 깨"
"28425","기특하긴","기특하긴"
"28426","넷상이지만","넷상이지만"
"28427","노력한걸","노력한 걸"
"28428","놓아보는건","놓아보는 건"
"28429","사랑이라는건","사랑이라는 건"
"28430","넘쳐흘러서","넘쳐흘러서"
"28431","못버티도록","못 버티도록"
"28432","해달라고","해달라고"
"28433","책임감때문","책임감 때문"
"28434","동생챙기고","동생 챙기고"
"28435","있을거야","있을 거야"
"28436","동생인거뿐인데","동생인 거뿐인데"
"28437","대단한거같아","대단한 거 같아"
"28438","속상했겠","속상했겠"
"28439","유산되길","유산되길"
"28440","소리하지","소리 하지"
"28441","안슬퍼할","안슬퍼할"
"28442","죽는대도","죽는 대도"
"28443","마찬가지","마찬가지"
"28444","초등학생","초등학생"
"28445","부던히도","부던 히도"
"28446","노력했던건","노력했던 건"
"28447","지금와서","지금 와서"
"28448","이해가고","이해가고"
"28449","자식들이","자식들이"
"28450","겪어야하는걸","겪어야 하는 걸"
"28451","이해되기","이해되기"
"28452","하는거잖아","하는 거잖아"
"28453","치대는것도","치대는 것도"
"28454","그런생각을","그런 생각을"
"28455","안돌봐주시는거지","안 돌봐주시는 거지"
"28456","밥챙겨주고","밥 챙겨주고"
"28457","그런의미에서","그런 의미에서"
"28458","챙겨줄거","챙겨줄 거"
"28459","그정도면","그 정도면"
"28460","비난하는거","비난하는 거"
"28461","시간낭비","시간 낭비"
"28462","없을꺼야","없을 꺼야"
"28463","사랑하기","사랑하기"
"28464","부정적인것들을","부정적인 것들을"
"28465","안흘려보냈으면","안 흘려보냈으면"
"28466","마음아파","마음 아파"
"28467","예쁘신분들은","예쁘신 분들은"
"28468","감사합니","감사합니"
"28469","취급하시","취급하시"
"28470","세명알아요","세명 알아요"
"28471","학교가보","학교가보"
"28472","이쁜사람","이쁜 사람"
"28473","못봣는데","못 봣는 데"
"28474","예쁜여자는","예쁜 여자는"
"28475","많이보는데","많이 보는 데"
"28476","생각하시","생각하시"
"28477","누가봐도","누가 봐도"
"28478","예쁜사람","예쁜 사람"
"28479","남사친들도","남사친들도"
"28480","잘꾸미고","잘 꾸미고"
"28481","목사님아들","목사님 아들"
"28482","제1전공","제1전공"
"28483","2전공에","2 전공에"
"28484","모르겠슴","모르겠슴"
"28485","글로벌리더십","글로벌 리더십"
"28486","기제하시","기제하시"
"28487","참여해도","참여해도"
"28488","이메일로","이메일로"
"28489","문의번호","문의번호"
"28490","도와드릴게","도와드릴게"
"28491","챙겨주는거에","챙겨주는 거에"
"28492","흐름만타도","흐름만 타도"
"28493","활발한애","활발한 애"
"28494","있을거에","있을 거에"
"28495","있을꺼야","있을 꺼야"
"28496","친구들이","친구들이"
"28497","그자체와","그 자체와"
"28498","친구들이","친구들이"
"28499","도와줄거야","도와줄 거야"
"28500","안좋다고","안 좋다고"
"28501","그러네요저는","그러네 요저는"
"28502","박하다는말","박하다는 말"
"28503","공감합니","공감합니"
"28504","나두진짜","나두진짜"
"28505","얻어먹고","얻어먹고"
"28506","닦을라거하니까","닦을라거하니까"
"28507","궁금한데","궁금한데"
"28508","한동뿐만아니라","한 동뿐만 아니라"
"28509","바깥사회","바깥 사회"
"28510","다그래요","다그래요"
"28511","부모님용돈안받고","부모님 용돈 안 받고"
"28512","장학금받고","장학금 받고"
"28513","알바해서","알바해서"
"28514","용돈마련","용돈 마련"
"28515","알바하면서","알바하면서"
"28516","용돈마련","용돈 마련"
"28517","말이죠세상을","말이 죠 세상을"
"28518","지칭해서","지칭해서"
"28519","브라렛이나","브라렛이나"
"28520","노와이어","노와이어"
"28521","도전해볼게","도전해 볼 게"
"28522","식도염이랑","식도염이랑"
"28523","글쓴이님","글쓴이님"
"28524","일년정도","일 년 정도"
"28525","조심하시","조심하시"
"28526","괜찮아지실거에요","괜찮아지 실거에요"
"28527","식단관리중이","식단관리 중이"
"28528","못먹는중인데","못 먹는 중인데"
"28529","노력해볼게요","노력해볼게요"
"28530","고려해볼게","고려해 볼 게"
"28531","브라하면","브라하면"
"28532","런닝이랑","런닝이랑"
"28533","뺐다하면서","뺐다 하면서"
"28534","편한걸로","편한 걸로"
"28535","이너웨어","이너웨어"
"28536","런닝브라","런닝브라"
"28537","안입은것","안 입은 것"
"28538","브랜드도이런거","브랜드도 이런 거"
"28539","있을거에요","있을 거에요"
"28540","착한주름","착한 주름"
"28541","일반브라","일반 브라"
"28542","일반브라","일반 브라"
"28543","탈출각이","탈 출각이"
"28544","공감가네용","공감가네용"
"28545","감사합니","감사합니"
"28546","심리스로된","심리스로 된"
"28547","못내려보낼때","못 내려보낼 때"
"28548","에이블리나","에이블리나"
"28549","무배인거","무배인거"
"28550","반복해서","반복해서"
"28551","여성들이","여성들이"
"28552","마찬가지","마찬가지"
"28553","노와이어를","노와이어를"
"28554","와이어브라","와이어 브라"
"28555","가슴둘레","가슴 둘레"
"28556","이번학기","이번 학기"
"28557","휴학해도","휴학해도"
"28558","알바해서","알바해서"
"28559","인간관계","인간관계"
"28560","이유불문","이유불문"
"28561","뻔할거에요","뻔할 거에요"
"28562","좋을거에요","좋을 거에요"
"28563","아르바이트를해도","아르바이트를 해도"
"28564","인정해주실거에요","인정해 주실거에요"
"28565","3학기인데","3학기인데"
"28566","알바하면서","알바하면서"
"28567","하고싶은거","하고 싶은 거"
"28568","해볼려고요","해볼려고요"
"28569","코로나때문에","코로나 때문에"
"28570","휴학한거","휴학한 거"
"28571","후회안해요","후회 안해요"
"28572","고등학교","고등학교"
"28573","스트레스","스트레스"
"28574","알바하면서","알바하면서"
"28575","선택하길","선택하길"
"28576","응원할게","응원할 게"
"28577","돈돈거리냐면서","돈돈거리냐면서"
"28578","인간관계","인간관계"
"28579","여러가지","여러 가지"
"28580","여행가는걸로","여행가는 걸로"
"28581","엄마아빠","엄마 아빠"
"28582","하고싶은거","하고 싶은 거"
"28583","돈버는거","돈 버는 거"
"28584","좋아하실걸","좋아하실 걸"
"28585","자식들이","자식들이"
"28586","돈같은거","돈 같은 거"
"28587","쉬운길이라고","쉬운 길이라고"
"28588","표현하시는거","표현하시는 거"
"28589","돈버는게","돈 버는 게"
"28590","맘아파서","맘 아파서"
"28591","그러시는걸거","그러시는 걸 거"
"28592","많았어여","많았어 여"
"28593","라이프스타일","라이프스타일"
"28594","안맞으면","안 맞으면"
"28595","실력자체","실력 자체"
"28596","이런느낌","이런 느낌"
"28597","음악들으면서","음악들으면서"
"28598","운동하시","운동 하시"
"28599","양말신고","양말 신고"
"28600","심한사람은","심한 사람은"
"28601","생활패턴","생활 패턴"
"28602","하긴해야하는데산부인과","하긴 해야 하는데 산부인과"
"28603","대학와서","대학 와서"
"28604","속울렁거림도","속 울렁거림도"
"28605","아플라하면","아플라하면"
"28606","약먹어야대","약 먹어야대"
"28607","지멋대로","지멋대로"
"28608","뚝딱뚝딱","뚝딱 뚝딱"
"28609","리모델링해놓고","리모델링해 놓고"
"28610","급발진해서","급발진해서"
"28611","리모델링해놓으랬냐","리모델링해 놓으랬냐"
"28612","자궁년아","자궁년아"
"28613","남자친구","남자친구"
"28614","이해해시","이해해시"
"28615","댓글입니","댓글입니"
"28616","화푸는데","화푸는 데"
"28617","베이지색","베이지색"
"28618","생리주기","생리주기"
"28619","생리대아까워서","생리대 아까워서"
"28620","그때생리터진","그때 생리터진"
"28621","핵공감나는","핵공감 나는"
"28622","시작할거","시작할 거"
"28623","생리팬티","생리 팬티"
"28624","버릴수도없고","버릴 수도 없고"
"28625","하루이틀","하루 이틀"
"28626","생리혈묻은","생리혈 묻은"
"28627","팬티빨때","팬티빨 때"
"28628","힘내자우","힘내자우"
"28629","심한편이야월경","심한 편이야 월경"
"28630","심했어12년동안","심했어 12년 동안"
"28631","사는중배아프고","사는 중배 아프고"
"28632","허리아프고","허리아프고"
"28633","두통오고","두통 오고"
"28634","식은땀나","식은 땀나"
"28635","모의고사때","모의고사 때"
"28636","월경날짜","월경 날짜"
"28637","잘찾아봐야할것","잘 찾아봐야 할 것"
"28638","같아월경통","같아 월경통"
"28639","다르니깐","다르니깐"
"28640","심하니깐","심하니깐"
"28641","효과좋아","효과 좋아"
"28642","순한걸로","순한 걸로"
"28643","안좋을거같은","안 좋을 거 같은"
"28644","영어게시판","영어 게시판"
"28645","감사합니","감사합니"
"28646","사랑하길","사랑하길"
"28647","눈바디에","눈바디에"
"28648","신경쓰인","신경 쓰인"
"28649","날씬해지","날씬해지"
"28650","좋은거지","좋은 거지"
"28651","만들기위해","만들기 위해"
"28652","문제가될수도있겠지","문제가 될 수도 있겠지"
"28653","괜찮아보","괜찮아보"
"28654","안할듯엄청나게","안 할 듯 엄청나게"
"28655","거기가라","거기 가라"
"28656","만족함근데","만족함근 데"
"28657","친한친구가","친한 친구가"
"28658","아힘들겟다","아힘들겟다"
"28659","힘내힘내힘내","힘내 힘내 힘내"
"28660","쓰러지지마","쓰러지지마"
"28661","오래살진","오래 살진"
"28662","않앗지만","않앗지만"
"28663","많앗지만","많앗지만"
"28664","있고그런것","있고 그런 것"
"28665","들어봐바","들어봐바"
"28666","지나갈거야","지나갈 거야"
"28667","기도할게","기도할 게"
"28668","감사합니","감사합니"
