"","word","spaced_word"
"4755","모태신앙","모태신앙"
"4756","안나가고","안 나가고"
"4757","보러갔지만","보러 갔지만"
"4758","하나님께서","하나님께서"
"4759","하곤해요","하곤 해요"
"4760","14주차가","14주차가"
"4761","한동대학교","한동대학교"
"4762","아너코드는","아너코드는"
"4763","에브리타임","에브리타임"
"4764","팀모임도","팀 모임도"
"4765","어느정도","어느 정도"
"4766","14주차가","14주차가"
"4767","한동대학교는","한동대학교는"
"4768","뭐만하면","뭐만 하면"
"4769","띠꺼운거","띠꺼운 거"
"4770","열폭하는","열폭하는"
"4771","건가사회인","건가 사회인"
"4772","만원단위","만원 단위"
"4773","말함지갑이","말함지갑이"
"4774","53만원","53만원"
"4775","롱보드가","롱보드가"
"4776","48만원","48만원"
"4777","함그리고","함 그리고"
"4778","이런이런","이런 이런"
"4779","이럼내가","이럼 내가"
"4780","생각하는거","생각하는 거"
"4781","비슷하긴","비슷하긴"
"4782","비밀계정","비밀계정"
"4783","팔로우를","팔로우를"
"4784","팔로우수도","팔로우수도"
"4785","계정이야아까","계정이야 아까"
"4786","있다고생각해보니까","있다고 생각해보니까"
"4787","연락을하면","연락을 하면"
"4788","되더라구휴","되더라구휴"
"4789","하루종일","하루 종일"
"4790","고민만하다","고민만 하다"
"4791","올려봅니다저는","올려봅니다 저는"
"4792","남자친구","남자친구"
"4793","있습니다남들이","있습니다 남들이"
"4794","있습니다저희","있습니다 저희"
"4795","남자친구","남자친구"
"4796","남자친구","남자친구"
"4797","남자친구","남자친구"
"4798","남자친구","남자친구"
"4799","남자친구","남자친구"
"4800","남자친구","남자친구"
"4801","여자친구","여자친구"
"4802","결혼할거","결혼할 거"
"4803","여자친구","여자친구"
"4804","코로나로","코로나로"
"4805","인사드리러가면","인사드리러 가면"
"4806","뺏는거같아","뺏는 거 같아"
"4807","없었습니다그렇게","없었습니다 그렇게"
"4808","남자친구","남자친구"
"4809","전해듣게","전해 듣게"
"4810","장례식장","장례식장"
"4811","남자친구","남자친구"
"4812","합니다가게","합니다가게"
"4813","않을거같아","않을 거 같아"
"4814","부탁드립니","부탁드립니"
"4815","곳이구나익명이냐","곳이구나 익명이냐"
"4816","아니냐가","아니냐가"
"4817","최상위권","최상위권"
"4818","노력해서","노력해서"
"4819","이루는거","이루는 거"
"4820","못할테고","못할 테고"
"4821","불나방들","불나방들"
"4822","감사하겠습니다우리나라","감사하겠습니다 우리나라"
"4823","부지런해서","부지런해서"
"4824","불행하대요진짜","불행하대요 진짜"
"4825","튜터리얼","튜터 리얼"
"4826","우리나라","우리나라"
"4827","친구들이","친구들이"
"4828","과장해서","과장해서"
"4829","프로급이에요여러분","프로급이에요 여러분"
"4830","대한민국","대한민국"
"4831","있어요학교는","있어요 학교는"
"4832","학생들이","학생들이"
"4833","순화해서","순화해서"
"4834","말하자면그냥","말하자면 그냥"
"4835","알려줘산책하고","알려줘 산책하고"
"4836","할아버지","할아버지"
"4837","걸어오는거야신경안쓰고","걸어오는 거야 신경 안 쓰고"
"4838","쳐다보시드라고빨리","쳐다보시드라고 빨리"
"4839","뒤돌아보니깐","뒤돌아보니깐"
"4840","쳐다보시드라뭐지","쳐다보시드라뭐지"
"4841","모르게왜요","모르게 왜요"
"4842","쳐다보시는데요이렇게","쳐다보시는데요 이렇게"
"4843","쳐다보는걸까내가","쳐다보는 걸까 내가"
"4844","않아모자에","않아 모자에"
"4845","긴팔티에","긴 팔티에"
"4846","자체였음근데","자체였음근 데"
"4847","왜그러는걸까그리고","왜 그러는 걸까 그리고"
"4848","이럴때는","이럴 때는"
"4849","신경안쓰는게","신경안 쓰는 게"
"4850","없어어제","없어 어제"
"4851","김치볶음밥","김치볶음밥"
"4852","먹었어이상하게","먹었어 이상하게"
"4853","되나오늘","되나 오늘"
"4854","먹었어근데도","먹었어 근데도"
"4855","음식들이","음식들이"
"4856","소화력이","소화력이"
"4857","신종플루로","신종플루로"
"4858","뒤숭숭했잖아엄마가","뒤숭숭했잖아 엄마가"
"4859","올려뒀거든학교","올려뒀거든 학교"
"4860","깨우는거야열이","깨우는 거야 열이"
"4861","이랬거든엄마가","이랬거든 엄마가"
"4862","신종플루","신종플루"
"4863","어쩔꺼냐고","어쩔 꺼냐고"
"4864","현관문밖","현관문 밖"
"4865","속상하더라그래서","속상하더라 그래서"
"4866","신종플루는","신종플루는"
"4867","말래그리고","말래그리고"
"4868","타미플루를","타미플루를"
"4869","일주일치","일주일치"
"4870","줬어다른건","줬어 다른 건"
"4871","타미플루가","타미플루가"
"4872","아니더라물에","아니더라 물에"
"4873","타먹어도","타 먹어도"
"4874","타먹어도","타 먹어도"
"4875","고역이었어여기저기","고역이었어 여기저기"
"4876","타먹다가보니","타 먹다가 보니"
"4877","요구르트","요구르트"
"4878","낫더라고그래서","낫더라고 그래서"
"4879","요구르트","요구르트"
"4880","타미플루를","타미플루를"
"4881","먹었음점심약","먹었음 점심약"
"4882","타미플루","타미플루"
"4883","요구르트","요구르트"
"4884","하라더라고그래서","하라더라고 그래서"
"4885","없어진거야놀래서","없어진 거야 놀래서"
"4886","요구르트","요구르트"
"4887","어딨냐고","어딨냐고"
"4888","타미플루","타미플루"
"4889","찾아다니니까엄마가","찾아다니니까 엄마가"
"4890","쥐어박더라고","쥐어박더라고"
"4891","초유먹여야","초유 먹여야"
"4892","안그래도","안 그래도"
"4893","부족한데","부족한 데"
"4894","초치냐고","초치냐고"
"4895","혼냈어아기","혼냈어 아기"
"4896","젖먹일때는","젖먹일 때는"
"4897","냅두냐는거야근데","냅 두냐는 거야근 데"
"4898","상식아닌가","상식 아닌가"
"4899","알고엄마한테","알고 엄마한테"
"4900","너때문에","너 때문에"
"4901","못먹는다고","못 먹는다고"
"4902","병걸리면","병걸리면"
"4903","책임질꺼냐고","책임질 꺼냐고"
"4904","아무말도","아무 말도"
"4905","혼났어코로나때문에","혼났어 코로나 때문에"
"4906","생각나네응","생각나 네응"
"4907","말할곳도","말할 곳도"
"4908","그냥써봤어읽어줘서","그냥 써봤어 읽어줘서"
"4909","거구나예전에","거구나 예전에"
"4910","마주하기","마주하기"
"4911","말했던거구","말했던 거구"
"4912","했어근데","했어 근데"
"4913","엄마아빠","엄마 아빠"
"4914","가주겠대그래서","가주겠대 그래서"
"4915","뭔일이람","뭔 일이람"
"4916","탔지근데","탔지근데"
"4917","점심시간","점심시간"
"4918","포항에서","포항에서"
"4919","먹자는거야나는","먹자는 거야 나는"
"4920","하니까운전대","하니까 운전대"
"4921","저쩌구와","저쩌구와"
"4922","싶었다결국","싶었다 결국"
"4923","저녁먹었다","저녁 먹었다"
"4924","않았지만갑자기","않았지만 갑자기"
"4925","pk애들아","pk애들아"
"4926","할까나한테","할까나한테"
"4927","인스타에","인스타에"
"4928","10년지기","10년 지기"
"4929","전화해도","전화해도"
"4930","괜찮을런지","괜찮을 런지"
"4931","언제만날수있을까진짜","언제 만날 수 있을까 진짜"
"4932","결혼식할때","결혼식할 때"
"4933","안와주면","안와주면"
"4934","놀러가고싶어도","놀러가고 싶어도"
"4935","친구들이","친구들이"
"4936","안좋아졌어","안 좋아졌어"
"4937","갑작스럽기도하고","갑작스럽기도 하고"
"4938","시험준비","시험 준비"
"4939","이번주가","이번 주가"
"4940","올스탑이","올스탑이"
"4941","멍해지더라근데","멍해지더라 근데"
"4942","아픈거보다","아픈 거보다"
"4943","시간들이","시간들이"
"4944","우리아빠","우리 아빠"
"4945","용돈끊는다고","용돈 끊는다고"
"4946","협박해서","협박해서"
"4947","못받는다고","못받는다고"
"4948","하다가나중에","하다가 나중에"
"4949","다끊겠다고","다 끊겠다고"
"4950","따졌다그렇게","따졌다 그렇게"
"4951","공부해서","공부해서"
"4952","쳐맞을텐데","쳐맞을 텐데"
"4953","이런식으로","이런 식으로"
"4954","자살말린다나도","자살 말린다나도"
"4955","취업시장","취업시장"
"4956","어려운가요저희","어려운 가요 저희"
"4957","취준생인데","취준생인데"
"4958","취업시장","취업시장"
"4959","안좋다고","안 좋다고"
"4960","취업시장","취업시장"
"4961","생각하시는거","생각하시는 거"
"4962","같아요대놓고","같아 요 대 놓고"
"4963","안좋네요오빠가","안 좋네요 오빠가"
"4964","취업시장","취업시장"
"4965","어렵나요상황이","어렵나 요 상황이"
"4966","성경읽는시간","성경 읽는 시간"
"4967","결심만하는데","결심만 하는데"
"4968","마음가짐이긴","마음가짐이긴"
"4969","학업량에","학업량에"
"4970","이러면서","이러면서"
"4971","배달온거야","배달온 거야"
"4972","혼자야이럴땐","혼자야 이럴땐"
"4973","신앙관련얘기","신앙 관련 얘기"
"4974","들어보고싶어예를","들어보고 싶어 예를"
"4975","말하는거에","말하는 거에"
"4976","있거든난","있거든 난"
"4977","부모님공경","부모님 공경"
"4978","이런다고","이런다고"
"4979","아니잖아근데","아니잖아 근데"
"4980","있을것같어뭐가","있을 것 같어 뭐가"
"4981","고민상담","고민상담"
"4982","사랑하기","사랑하기"
"4983","이런식으로","이런 식으로"
"4984","근데오늘","근데 오늘"
"4985","아침에모든","아침에 모든"
"4986","고민해서","고민해서"
"4987","있지이런","있지 이런"
"4988","상담센터","상담센터"
"4989","설명하기","설명하기"
"4990","같아죽고싶단건","같아 죽고 싶단 건"
"4991","아니고그냥","아니고 그냥"
"4992","생각지금","생각 지금"
"4993","아닌데정말","아닌데 정말"
"4994","20년동안지금은","20년 동안 지금은"
"4995","하시네요저는","하시네요저는"
"4996","안쓰럽고","안쓰럽고"
"4997","자녀들이","자녀들이"
"4998","많아요저희","많아 요저희"
"4999","못주시더라도","못 주시더라도"
"5000","굶기지는","굶기지는"
"5001","물려입으셨는데그런와중에도","물려 입으셨는데 그런 와중에도"
"5002","하시다니사람","하시다니 사람"
"5003","돈으로만보고","돈으로만 보고"
"5004","원망스럽네요덕분에","원망스럽네요 덕분에"
"5005","답답해서","답답해서"
"5006","자괴감드는게","자괴감드는 게"
"5007","공부를해야하는데","공부를 해야 하는데"
"5008","잭팟터지는거고","잭 팟터지는 거고"
"5009","안나오면","안 나오면"
"5010","개망하는","개망하는"
"5011","생활관비","생활관비"
"5012","들어온사람","들어온 사람"
"5013","닭발너무","닭발 너무"
"5014","맵찔이야","맵찔이야"
"5015","옮겨다니면서","옮겨 다니면서"
